Date,Country,Rank,Artist,Track
2026-06-02,Dominican Republic,1,BTS,SWIM
2026-06-02,Dominican Republic,2,BTS,Body to Body
2026-06-02,Dominican Republic,3,BTS,2.0
2026-06-02,Dominican Republic,4,BTS,Hooligan
2026-06-02,Dominican Republic,5,BTS,FYA
2026-06-02,Jamaica,1,Malcolm Todd,Earrings
2026-06-02,Jamaica,2,Michael Jackson,Chicago
2026-06-02,Jamaica,3,PinkPantheress,Stateside + Zara Larsson
2026-06-02,Jamaica,4,Ariana Grande,hate that i made you love me
2026-06-02,Jamaica,5,Drake,Janice STFU
2026-06-02,Iceland,1,Drake,Janice STFU
2026-06-02,Iceland,2,Aron Can,Sárabót
2026-06-02,Iceland,3,PinkPantheress,Stateside + Zara Larsson
2026-06-02,Iceland,4,Malcolm Todd,Earrings
2026-06-02,Iceland,5,Michael Jackson,Billie Jean
2026-06-02,Croatia,1,Buba Corelli,Topovska
2026-06-02,Croatia,2,Jala Brat,Bass & Rave
2026-06-02,Croatia,3,Jala Brat,Ajkula
2026-06-02,Croatia,4,Olivia Rodrigo,tHe CuRe
2026-06-02,Croatia,5,Jala Brat,Godzilla
2026-06-02,Serbia,1,Buba Corelli,Topovska
2026-06-02,Serbia,2,Jala Brat,Bass & Rave
2026-06-02,Serbia,3,Jala Brat,Ajkula
2026-06-02,Serbia,4,Jala Brat,Godzilla
2026-06-02,Serbia,5,Jala Brat,Mufasa
2026-06-02,Bulgaria,1,Dara,Bangaranga
2026-06-02,Bulgaria,2,PinkPantheress,Stateside + Zara Larsson
2026-06-02,Bulgaria,3,MBT,Orient Express
2026-06-02,Bulgaria,4,Ariana Grande,hate that i made you love me
2026-06-02,Bulgaria,5,Olivia Rodrigo,tHe CuRe
2026-06-02,Romania,1,PinkPantheress,Stateside + Zara Larsson
2026-06-02,Romania,2,Michael Jackson,Chicago
2026-06-02,Romania,3,Alexandra Căpitănescu,Choke Me
2026-06-02,Romania,4,Michael Jackson,Billie Jean
2026-06-02,Romania,5,Vanilla,TRECI PESTE
2026-06-02,Slovakia,1,PinkPantheress,Stateside + Zara Larsson
2026-06-02,Slovakia,2,Olivia Rodrigo,tHe CuRe
2026-06-02,Slovakia,3,Justin Bieber,Beauty and a Beat
2026-06-02,Slovakia,4,Dominic Fike,Babydoll
2026-06-02,Slovakia,5,Malcolm Todd,Earrings
2026-06-02,Czech Republic,1,Olivia Rodrigo,tHe CuRe
2026-06-02,Czech Republic,2,PinkPantheress,Stateside + Zara Larsson
2026-06-02,Czech Republic,3,Justin Bieber,Beauty and a Beat
2026-06-02,Czech Republic,4,Dominic Fike,Babydoll
2026-06-02,Czech Republic,5,Olivia Rodrigo,drop dead
2026-06-02,Hungary,1,ANUBII$,EMELEM A TÉTET
2026-06-02,Hungary,2,beton.hofi,BE VAGYOK ZÁRVA
2026-06-02,Hungary,3,beton.hofi,MIRE SZÁMÍTOTTÁL
2026-06-02,Hungary,4,PinkPantheress,Stateside + Zara Larsson
2026-06-02,Hungary,5,Olivia Rodrigo,tHe CuRe
2026-06-02,Lithuania,1,PinkPantheress,Stateside + Zara Larsson
2026-06-02,Lithuania,2,Olivia Rodrigo,tHe CuRe
2026-06-02,Lithuania,3,Malcolm Todd,Earrings
2026-06-02,Lithuania,4,Free Finga,Vienas
2026-06-02,Lithuania,5,Free Finga,Liūdna!
2026-06-02,Latvia,1,PinkPantheress,Stateside + Zara Larsson
2026-06-02,Latvia,2,Olivia Rodrigo,tHe CuRe
2026-06-02,Latvia,3,Tame Impala,Dracula
2026-06-02,Latvia,4,PinkPantheress,Girl Like Me
2026-06-02,Latvia,5,Dara,Bangaranga
2026-06-02,Estonia,1,PinkPantheress,Stateside + Zara Larsson
2026-06-02,Estonia,2,Olivia Rodrigo,tHe CuRe
2026-06-02,Estonia,3,Nublu,kesselaid
2026-06-02,Estonia,4,triibupasta,vaksalis
2026-06-02,Estonia,5,kanapoeg,vastu puud
2026-06-02,Luxembourg,1,Olivia Rodrigo,tHe CuRe
2026-06-02,Luxembourg,2,PinkPantheress,Stateside + Zara Larsson
2026-06-02,Luxembourg,3,Zara Larsson,Lush Life
2026-06-02,Luxembourg,4,Ariana Grande,hate that i made you love me
2026-06-02,Luxembourg,5,Olivia Rodrigo,drop dead
2026-06-02,Morocco,1,Stormy,SKI
2026-06-02,Morocco,2,RAMOON,LASTIQUE
2026-06-02,Morocco,3,Stormy,PER LA VITA
2026-06-02,Morocco,4,DIZZY DROS,OMAR
2026-06-02,Morocco,5,Drake,Janice STFU
2026-06-02,Kenya,1,Drake,Janice STFU
2026-06-02,Kenya,2,Drake,Shabang
2026-06-02,Kenya,3,Drake,Whisper My Name
2026-06-02,Kenya,4,Drake,Ran To Atlanta (feat. Future & Molly Santana)
2026-06-02,Kenya,5,BTS,Body to Body
2026-06-02,Nigeria,1,Blaqbonez,Chanel (feat. Asake)
2026-06-02,Nigeria,2,Asake,Forgiveness
2026-06-02,Nigeria,3,Asake,Gratitude
2026-06-02,Nigeria,4,BTS,SWIM
2026-06-02,Nigeria,5,BNXN,Back Outside
2026-06-02,Ghana,1,Drake,Janice STFU
2026-06-02,Ghana,2,BTS,Hooligan
2026-06-02,Ghana,3,BTS,SWIM
2026-06-02,Ghana,4,BTS,FYA
2026-06-02,Ghana,5,BTS,2.0
2026-06-02,Pakistan,1,BTS,SWIM
2026-06-02,Pakistan,2,BTS,Body to Body
2026-06-02,Pakistan,3,BTS,Hooligan
2026-06-02,Pakistan,4,BTS,FYA
2026-06-02,Pakistan,5,BTS,2.0
2026-06-02,Bangladesh,1,BTS,SWIM
2026-06-02,Bangladesh,2,BTS,Body to Body
2026-06-02,Bangladesh,3,BTS,FYA
2026-06-02,Bangladesh,4,BTS,Hooligan
2026-06-02,Bangladesh,5,BTS,they don’t know ’bout us
2026-06-02,Sri Lanka,1,BTS,Body to Body
2026-06-02,Sri Lanka,2,BTS,SWIM
2026-06-02,Sri Lanka,3,BTS,NORMAL
2026-06-02,Sri Lanka,4,BTS,Hooligan
2026-06-02,Sri Lanka,5,BTS,2.0
2026-06-07,United States,1,Malcolm Todd,Earrings
2026-06-07,United States,2,Olivia Rodrigo,the cure
2026-06-07,United States,3,PinkPantheress,Stateside + Zara Larsson
2026-06-07,United States,4,Ariana Grande,hate that i made you love me
2026-06-07,United States,5,Olivia Rodrigo,drop dead
2026-06-07,United Kingdom,1,Olivia Rodrigo,the cure
2026-06-07,United Kingdom,2,PinkPantheress,Stateside + Zara Larsson
2026-06-07,United Kingdom,3,Ariana Grande,hate that i made you love me
2026-06-07,United Kingdom,4,Malcolm Todd,Earrings
2026-06-07,United Kingdom,5,Olivia Rodrigo,drop dead
2026-06-07,Canada,1,Malcolm Todd,Earrings
2026-06-07,Canada,2,Olivia Rodrigo,the cure
2026-06-07,Canada,3,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Canada,4,Drake,Janice STFU
2026-06-07,Canada,5,Ariana Grande,hate that i made you love me
2026-06-07,Australia,1,Olivia Rodrigo,the cure
2026-06-07,Australia,2,Malcolm Todd,Earrings
2026-06-07,Australia,3,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Australia,4,Ariana Grande,hate that i made you love me
2026-06-07,Australia,5,Olivia Rodrigo,drop dead
2026-06-07,New Zealand,1,Malcolm Todd,Earrings
2026-06-07,New Zealand,2,Olivia Rodrigo,the cure
2026-06-07,New Zealand,3,PinkPantheress,Stateside + Zara Larsson
2026-06-07,New Zealand,4,Ariana Grande,hate that i made you love me
2026-06-07,New Zealand,5,F3miii,NOBLE
2026-06-07,Germany,1,Olivia Rodrigo,the cure
2026-06-07,Germany,2,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Germany,3,Dominic Fike,Babydoll
2026-06-07,Germany,4,The Killers,Mr. Brightside
2026-06-07,Germany,5,Ariana Grande,hate that i made you love me
2026-06-07,France,1,Aya Nakamura,Sexy Nana
2026-06-07,France,2,Ariana Grande,hate that i made you love me
2026-06-07,France,3,PinkPantheress,Stateside + Zara Larsson
2026-06-07,France,4,Disiz,melodrama
2026-06-07,France,5,Olivia Rodrigo,the cure
2026-06-07,Italy,1,Artie 5ive,SWAG MUSIC
2026-06-07,Italy,2,Ariana Grande,hate that i made you love me
2026-06-07,Italy,3,Olivia Rodrigo,the cure
2026-06-07,Italy,4,Artie 5ive,DAVVERODAVVERO
2026-06-07,Italy,5,Dominic Fike,Babydoll
2026-06-07,Spain,1,Olivia Rodrigo,the cure
2026-06-07,Spain,2,Ariana Grande,hate that i made you love me
2026-06-07,Spain,3,Bad Bunny,NUEVAYoL
2026-06-07,Spain,4,Bad Bunny,BAILE INoLVIDABLE
2026-06-07,Spain,5,Bad Bunny,EoO
2026-06-07,Netherlands,1,Olivia Rodrigo,the cure
2026-06-07,Netherlands,2,Ariana Grande,hate that i made you love me
2026-06-07,Netherlands,3,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Netherlands,4,Michael Jackson,Billie Jean
2026-06-07,Netherlands,5,Harry Styles,American Girls
2026-06-07,Belgium,1,Olivia Rodrigo,the cure
2026-06-07,Belgium,2,Ariana Grande,hate that i made you love me
2026-06-07,Belgium,3,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Belgium,4,Dominic Fike,Babydoll
2026-06-07,Belgium,5,Malcolm Todd,Earrings
2026-06-07,Austria,1,Olivia Rodrigo,the cure
2026-06-07,Austria,2,Dominic Fike,Babydoll
2026-06-07,Austria,3,Ariana Grande,hate that i made you love me
2026-06-07,Austria,4,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Austria,5,The Killers,Mr. Brightside
2026-06-07,Switzerland,1,Ariana Grande,hate that i made you love me
2026-06-07,Switzerland,2,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Switzerland,3,Dominic Fike,Babydoll
2026-06-07,Switzerland,4,Olivia Rodrigo,the cure
2026-06-07,Switzerland,5,Malcolm Todd,Earrings
2026-06-07,Sweden,1,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Sweden,2,Ariana Grande,hate that i made you love me
2026-06-07,Sweden,3,Michael Jackson,Billie Jean
2026-06-07,Sweden,4,Olivia Rodrigo,the cure
2026-06-07,Sweden,5,Zara Larsson,Midnight Sun
2026-06-07,Norway,1,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Norway,2,Ariana Grande,hate that i made you love me
2026-06-07,Norway,3,Olivia Rodrigo,the cure
2026-06-07,Norway,4,Malcolm Todd,Earrings
2026-06-07,Norway,5,Makosir,SOS
2026-06-07,Denmark,1,KESI,Drukner
2026-06-07,Denmark,2,Artigeardit,Ivrig
2026-06-07,Denmark,3,Michael Jackson,Billie Jean
2026-06-07,Denmark,4,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Denmark,5,Justin Bieber,Beauty and a Beat
2026-06-07,Finland,1,louna0nline,m0ti0n
2026-06-07,Finland,2,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Finland,3,Ariana Grande,hate that i made you love me
2026-06-07,Finland,4,Linda Lampenius,Liekinheitin
2026-06-07,Finland,5,Mirella,Pidä kii
2026-06-07,Poland,1,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Poland,2,Taco Hemingway,ZAKOCHAŁEM SIĘ POD APTEKĄ
2026-06-07,Poland,3,Olivia Rodrigo,the cure
2026-06-07,Poland,4,Ariana Grande,hate that i made you love me
2026-06-07,Poland,5,Dominic Fike,Babydoll
2026-06-07,Portugal,1,Olivia Rodrigo,the cure
2026-06-07,Portugal,2,Ariana Grande,hate that i made you love me
2026-06-07,Portugal,3,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Portugal,4,Bad Bunny,BAILE INoLVIDABLE
2026-06-07,Portugal,5,Olivia Rodrigo,drop dead
2026-06-07,Greece,1,Ariana Grande,hate that i made you love me
2026-06-07,Greece,2,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Greece,3,Dara,Bangaranga
2026-06-07,Greece,4,Olivia Rodrigo,the cure
2026-06-07,Greece,5,Toquel,€€€
2026-06-07,Ireland,1,Olivia Rodrigo,the cure
2026-06-07,Ireland,2,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Ireland,3,Malcolm Todd,Earrings
2026-06-07,Ireland,4,Ariana Grande,hate that i made you love me
2026-06-07,Ireland,5,Olivia Rodrigo,drop dead
2026-06-07,Mexico,1,BTS,SWIM
2026-06-07,Mexico,2,BTS,Hooligan
2026-06-07,Mexico,3,BTS,Body to Body
2026-06-07,Mexico,4,BTS,2.0
2026-06-07,Mexico,5,BTS,FYA
2026-06-07,Brazil,1,Ariana Grande,hate that i made you love me
2026-06-07,Brazil,2,Olivia Rodrigo,the cure
2026-06-07,Brazil,3,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Brazil,4,Olivia Rodrigo,drop dead
2026-06-07,Brazil,5,Marina Sena,Lua Cheia
2026-06-07,Argentina,1,BTS,SWIM
2026-06-07,Argentina,2,BTS,Body to Body
2026-06-07,Argentina,3,BTS,Hooligan
2026-06-07,Argentina,4,Olivia Rodrigo,the cure
2026-06-07,Argentina,5,BTS,2.0
2026-06-07,Chile,1,BTS,Hooligan
2026-06-07,Chile,2,BTS,SWIM
2026-06-07,Chile,3,BTS,Body to Body
2026-06-07,Chile,4,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Chile,5,Ariana Grande,hate that i made you love me
2026-06-07,Colombia,1,BTS,SWIM
2026-06-07,Colombia,2,BTS,Hooligan
2026-06-07,Colombia,3,BTS,Body to Body
2026-06-07,Colombia,4,BTS,2.0
2026-06-07,Colombia,5,BTS,FYA
2026-06-07,Peru,1,BTS,Hooligan
2026-06-07,Peru,2,BTS,SWIM
2026-06-07,Peru,3,BTS,Body to Body
2026-06-07,Peru,4,BTS,2.0
2026-06-07,Peru,5,BTS,FYA
2026-06-07,Japan,1,サカナクション,夜の踊り子
2026-06-07,Japan,2,ILLIT,IT'S ME
2026-06-07,Japan,3,aespa,Lemonade
2026-06-07,Japan,4,Ariana Grande,hate that i made you love me
2026-06-07,Japan,5,Olivia Rodrigo,the cure
2026-06-07,India,1,BTS,Body to Body
2026-06-07,India,2,BTS,SWIM
2026-06-07,India,3,BTS,Hooligan
2026-06-07,India,4,BTS,2.0
2026-06-07,India,5,BTS,FYA
2026-06-07,Indonesia,1,BTS,SWIM
2026-06-07,Indonesia,2,BTS,Body to Body
2026-06-07,Indonesia,3,BTS,2.0
2026-06-07,Indonesia,4,BTS,Hooligan
2026-06-07,Indonesia,5,BTS,FYA
2026-06-07,Thailand,1,Ariana Grande,hate that i made you love me
2026-06-07,Thailand,2,Malcolm Todd,Earrings
2026-06-07,Thailand,3,Olivia Rodrigo,the cure
2026-06-07,Thailand,4,aespa,Lemonade
2026-06-07,Thailand,5,Olivia Rodrigo,drop dead
2026-06-07,Philippines,1,Malcolm Todd,Earrings
2026-06-07,Philippines,2,Olivia Rodrigo,the cure
2026-06-07,Philippines,3,Ariana Grande,hate that i made you love me
2026-06-07,Philippines,4,Olivia Rodrigo,drop dead
2026-06-07,Philippines,5,fitterkarma,Pag-Ibig ay Kanibalismo II
2026-06-07,Malaysia,1,Ariana Grande,hate that i made you love me
2026-06-07,Malaysia,2,Malcolm Todd,Earrings
2026-06-07,Malaysia,3,Olivia Rodrigo,the cure
2026-06-07,Malaysia,4,BTS,SWIM
2026-06-07,Malaysia,5,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Singapore,1,Ariana Grande,hate that i made you love me
2026-06-07,Singapore,2,Olivia Rodrigo,the cure
2026-06-07,Singapore,3,Malcolm Todd,Earrings
2026-06-07,Singapore,4,Olivia Rodrigo,drop dead
2026-06-07,Singapore,5,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Ukraine,1,Ariana Grande,hate that i made you love me
2026-06-07,Ukraine,2,Tame Impala,Dracula
2026-06-07,Ukraine,3,Olivia Rodrigo,the cure
2026-06-07,Ukraine,4,Dominic Fike,Babydoll
2026-06-07,Ukraine,5,BTS,SWIM
2026-06-07,Turkey,1,Manifest,Hileli
2026-06-07,Turkey,2,Manifest,Daha İyi
2026-06-07,Turkey,3,Manifest,Snap
2026-06-07,Turkey,4,Manifest,Amatör
2026-06-07,Turkey,5,Manifest,KTS
2026-06-07,South Africa,1,Ariana Grande,hate that i made you love me
2026-06-07,South Africa,2,Malcolm Todd,Earrings
2026-06-07,South Africa,3,Drake,Janice STFU
2026-06-07,South Africa,4,Olivia Rodrigo,the cure
2026-06-07,South Africa,5,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Egypt,1,Michael Jackson,Billie Jean
2026-06-07,Egypt,2,Michael Jackson,Chicago
2026-06-07,Egypt,3,Malcolm Todd,Earrings
2026-06-07,Egypt,4,The Marías,No One Noticed
2026-06-07,Egypt,5,Dominic Fike,Babydoll
2026-06-07,Israel,1,Ariana Grande,hate that i made you love me
2026-06-07,Israel,2,Olivia Rodrigo,the cure
2026-06-07,Israel,3,Dominic Fike,Babydoll
2026-06-07,Israel,4,Malcolm Todd,Earrings
2026-06-07,Israel,5,Michael Jackson,Billie Jean
2026-06-07,Saudi Arabia,1,Malcolm Todd,Earrings
2026-06-07,Saudi Arabia,2,Ariana Grande,hate that i made you love me
2026-06-07,Saudi Arabia,3,F3miii,NOBLE
2026-06-07,Saudi Arabia,4,Olivia Rodrigo,the cure
2026-06-07,Saudi Arabia,5,PinkPantheress,Stateside + Zara Larsson
2026-06-07,United Arab Emirates,1,Malcolm Todd,Earrings
2026-06-07,United Arab Emirates,2,F3miii,NOBLE
2026-06-07,United Arab Emirates,3,Ariana Grande,hate that i made you love me
2026-06-07,United Arab Emirates,4,Drake,Janice STFU
2026-06-07,United Arab Emirates,5,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Taiwan,1,Ariana Grande,hate that i made you love me
2026-06-07,Taiwan,2,Olivia Rodrigo,the cure
2026-06-07,Taiwan,3,aespa,Lemonade
2026-06-07,Taiwan,4,Olivia Rodrigo,drop dead
2026-06-07,Taiwan,5,BTS,SWIM
2026-06-07,Ecuador,1,BTS,Hooligan
2026-06-07,Ecuador,2,BTS,SWIM
2026-06-07,Ecuador,3,BTS,2.0
2026-06-07,Ecuador,4,BTS,Body to Body
2026-06-07,Ecuador,5,BTS,FYA
2026-06-07,Venezuela,1,BTS,SWIM
2026-06-07,Venezuela,2,BTS,Hooligan
2026-06-07,Venezuela,3,BTS,Body to Body
2026-06-07,Venezuela,4,BTS,2.0
2026-06-07,Venezuela,5,BTS,FYA
2026-06-07,Uruguay,1,Olivia Rodrigo,the cure
2026-06-07,Uruguay,2,Ariana Grande,hate that i made you love me
2026-06-07,Uruguay,3,Olivia Rodrigo,drop dead
2026-06-07,Uruguay,4,BTS,SWIM
2026-06-07,Uruguay,5,BTS,Hooligan
2026-06-07,Costa Rica,1,BTS,SWIM
2026-06-07,Costa Rica,2,BTS,Body to Body
2026-06-07,Costa Rica,3,Ariana Grande,hate that i made you love me
2026-06-07,Costa Rica,4,BTS,2.0
2026-06-07,Costa Rica,5,BTS,Hooligan
2026-06-07,Panama,1,BTS,Body to Body
2026-06-07,Panama,2,BTS,SWIM
2026-06-07,Panama,3,BTS,2.0
2026-06-07,Panama,4,BTS,Hooligan
2026-06-07,Panama,5,BTS,they don’t know ’bout us
2026-06-07,Dominican Republic,1,BTS,SWIM
2026-06-07,Dominican Republic,2,BTS,2.0
2026-06-07,Dominican Republic,3,BTS,Body to Body
2026-06-07,Dominican Republic,4,BTS,Hooligan
2026-06-07,Dominican Republic,5,BTS,FYA
2026-06-07,Jamaica,1,Malcolm Todd,Earrings
2026-06-07,Jamaica,2,Michael Jackson,Chicago
2026-06-07,Jamaica,3,Ariana Grande,hate that i made you love me
2026-06-07,Jamaica,4,F3miii,NOBLE
2026-06-07,Jamaica,5,Drake,Janice STFU
2026-06-07,Iceland,1,Drake,Janice STFU
2026-06-07,Iceland,2,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Iceland,3,Ariana Grande,hate that i made you love me
2026-06-07,Iceland,4,Michael Jackson,Human Nature
2026-06-07,Iceland,5,Michael Jackson,Beat It
2026-06-07,Croatia,1,Buba Corelli,Topovska
2026-06-07,Croatia,2,Ariana Grande,hate that i made you love me
2026-06-07,Croatia,3,Jala Brat,Bass & Rave
2026-06-07,Croatia,4,Olivia Rodrigo,the cure
2026-06-07,Croatia,5,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Serbia,1,Buba Corelli,Topovska
2026-06-07,Serbia,2,Jala Brat,Bass & Rave
2026-06-07,Serbia,3,Jala Brat,Godzilla
2026-06-07,Serbia,4,2soma,Señorita
2026-06-07,Serbia,5,Jala Brat,Mufasa
2026-06-07,Bulgaria,1,Dara,Bangaranga
2026-06-07,Bulgaria,2,Ariana Grande,hate that i made you love me
2026-06-07,Bulgaria,3,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Bulgaria,4,Simona,Прахосмукачка
2026-06-07,Bulgaria,5,Selina,"Кеш, кеш"
2026-06-07,Romania,1,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Romania,2,Ariana Grande,hate that i made you love me
2026-06-07,Romania,3,Michael Jackson,Chicago
2026-06-07,Romania,4,Michael Jackson,Billie Jean
2026-06-07,Romania,5,Malcolm Todd,Earrings
2026-06-07,Slovakia,1,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Slovakia,2,Olivia Rodrigo,the cure
2026-06-07,Slovakia,3,Justin Bieber,Beauty and a Beat
2026-06-07,Slovakia,4,Dominic Fike,Babydoll
2026-06-07,Slovakia,5,Ariana Grande,hate that i made you love me
2026-06-07,Czech Republic,1,Olivia Rodrigo,the cure
2026-06-07,Czech Republic,2,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Czech Republic,3,Justin Bieber,Beauty and a Beat
2026-06-07,Czech Republic,4,Dominic Fike,Babydoll
2026-06-07,Czech Republic,5,The Killers,Mr. Brightside
2026-06-07,Hungary,1,ANUBII$,EMELEM A TÉTET
2026-06-07,Hungary,2,beton.hofi,BE VAGYOK ZÁRVA
2026-06-07,Hungary,3,Desh,TIP TIP
2026-06-07,Hungary,4,beton.hofi,MIRE SZÁMÍTOTTÁL
2026-06-07,Hungary,5,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Lithuania,1,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Lithuania,2,Malcolm Todd,Earrings
2026-06-07,Lithuania,3,Ariana Grande,hate that i made you love me
2026-06-07,Lithuania,4,Olivia Rodrigo,the cure
2026-06-07,Lithuania,5,Free Finga,Liūdna!
2026-06-07,Latvia,1,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Latvia,2,Olivia Rodrigo,the cure
2026-06-07,Latvia,3,Malcolm Todd,Earrings
2026-06-07,Latvia,4,Ariana Grande,hate that i made you love me
2026-06-07,Latvia,5,PinkPantheress,Girl Like Me
2026-06-07,Estonia,1,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Estonia,2,Nublu,kesselaid
2026-06-07,Estonia,3,Olivia Rodrigo,the cure
2026-06-07,Estonia,4,An-Marlen,Tähtede eest
2026-06-07,Estonia,5,triibupasta,vaksalis
2026-06-07,Luxembourg,1,Olivia Rodrigo,the cure
2026-06-07,Luxembourg,2,Ariana Grande,hate that i made you love me
2026-06-07,Luxembourg,3,PinkPantheress,Stateside + Zara Larsson
2026-06-07,Luxembourg,4,Tame Impala,Dracula
2026-06-07,Luxembourg,5,Malcolm Todd,Earrings
2026-06-07,Morocco,1,Stormy,SKI
2026-06-07,Morocco,2,RAMOON,LASTIQUE
2026-06-07,Morocco,3,DIZZY DROS,LAMARA
2026-06-07,Morocco,4,Stormy,PER LA VITA
2026-06-07,Morocco,5,DIZZY DROS,OMAR
2026-06-07,Kenya,1,Drake,Janice STFU
2026-06-07,Kenya,2,BTS,Body to Body
2026-06-07,Kenya,3,BTS,SWIM
2026-06-07,Kenya,4,BTS,FYA
2026-06-07,Kenya,5,BTS,Hooligan
2026-06-07,Nigeria,1,Blaqbonez,Chanel (feat. Asake)
2026-06-07,Nigeria,2,Asake,Forgiveness
2026-06-07,Nigeria,3,Asake,Gratitude
2026-06-07,Nigeria,4,BTS,SWIM
2026-06-07,Nigeria,5,BTS,Body to Body
2026-06-07,Ghana,1,BTS,Hooligan
2026-06-07,Ghana,2,BTS,SWIM
2026-06-07,Ghana,3,BTS,Body to Body
2026-06-07,Ghana,4,BTS,NORMAL
2026-06-07,Ghana,5,BTS,FYA
2026-06-07,Pakistan,1,BTS,Body to Body
2026-06-07,Pakistan,2,BTS,SWIM
2026-06-07,Pakistan,3,BTS,they don’t know ’bout us
2026-06-07,Pakistan,4,BTS,Hooligan
2026-06-07,Pakistan,5,BTS,NORMAL
2026-06-07,Bangladesh,1,BTS,Body to Body
2026-06-07,Bangladesh,2,BTS,SWIM
2026-06-07,Bangladesh,3,BTS,FYA
2026-06-07,Bangladesh,4,BTS,Hooligan
2026-06-07,Bangladesh,5,BTS,they don’t know ’bout us
2026-06-07,Sri Lanka,1,BTS,Body to Body
2026-06-07,Sri Lanka,2,BTS,SWIM
2026-06-07,Sri Lanka,3,BTS,NORMAL
2026-06-07,Sri Lanka,4,BTS,Hooligan
2026-06-07,Sri Lanka,5,BTS,One More Night
2026-06-14,United States,1,Olivia Rodrigo,the cure
2026-06-14,United States,2,Olivia Rodrigo,drop dead
2026-06-14,United States,3,Malcolm Todd,Earrings
2026-06-14,United States,4,Olivia Rodrigo,stupid song
2026-06-14,United States,5,Olivia Rodrigo,honeybee
2026-06-14,United Kingdom,1,Olivia Rodrigo,the cure
2026-06-14,United Kingdom,2,Olivia Rodrigo,drop dead
2026-06-14,United Kingdom,3,Olivia Rodrigo,stupid song
2026-06-14,United Kingdom,4,Olivia Rodrigo,honeybee
2026-06-14,United Kingdom,5,Olivia Rodrigo,maggots for brains
2026-06-14,Canada,1,Olivia Rodrigo,the cure
2026-06-14,Canada,2,Olivia Rodrigo,drop dead
2026-06-14,Canada,3,Malcolm Todd,Earrings
2026-06-14,Canada,4,Olivia Rodrigo,stupid song
2026-06-14,Canada,5,Olivia Rodrigo,honeybee
2026-06-14,Australia,1,Olivia Rodrigo,the cure
2026-06-14,Australia,2,Olivia Rodrigo,drop dead
2026-06-14,Australia,3,Malcolm Todd,Earrings
2026-06-14,Australia,4,Olivia Rodrigo,stupid song
2026-06-14,Australia,5,Olivia Rodrigo,honeybee
2026-06-14,New Zealand,1,Olivia Rodrigo,the cure
2026-06-14,New Zealand,2,Olivia Rodrigo,drop dead
2026-06-14,New Zealand,3,Malcolm Todd,Earrings
2026-06-14,New Zealand,4,Olivia Rodrigo,stupid song
2026-06-14,New Zealand,5,Olivia Rodrigo,honeybee
2026-06-14,Germany,1,Olivia Rodrigo,the cure
2026-06-14,Germany,2,Olivia Rodrigo,drop dead
2026-06-14,Germany,3,Dominic Fike,Babydoll
2026-06-14,Germany,4,Olivia Rodrigo,stupid song
2026-06-14,Germany,5,The Killers,Mr. Brightside
2026-06-14,France,1,Aya Nakamura,Sexy Nana
2026-06-14,France,2,Ariana Grande,hate that i made you love me
2026-06-14,France,3,Olivia Rodrigo,the cure
2026-06-14,France,4,Olivia Rodrigo,drop dead
2026-06-14,France,5,Olivia Rodrigo,stupid song
2026-06-14,Italy,1,G.Mineiro,Splinter Cell
2026-06-14,Italy,2,Artie 5ive,SWAG MUSIC
2026-06-14,Italy,3,Olivia Rodrigo,the cure
2026-06-14,Italy,4,Olivia Rodrigo,drop dead
2026-06-14,Italy,5,Olivia Rodrigo,stupid song
2026-06-14,Spain,1,Olivia Rodrigo,the cure
2026-06-14,Spain,2,Olivia Rodrigo,drop dead
2026-06-14,Spain,3,Olivia Rodrigo,stupid song
2026-06-14,Spain,4,Olivia Rodrigo,honeybee
